owner	method	mangled	evidence	source	note
IVP_PerformanceCounter_Simple	IVP_PerformanceCounter_Simple		host-test	tests/IvpRetailContactLifecycleTest.cpp	The retained retail constructor clears both reference words, the PSI count and every timing bucket in the complete 0xA8 object.
IVP_PerformanceCounter_Simple	start_pcount		host-test	tests/IvpRetailContactLifecycleTest.cpp	A real PSI timing cycle enters the retained Windows body, which selects PSI_START but deliberately does not increment count_PSIs.
IVP_PerformanceCounter_Simple	pcount		host-test	tests/IvpRetailContactLifecycleTest.cpp	The retained Windows body increments count_PSIs specifically on IVP_PE_PSI_UNIVERSE, samples elapsed cycles, then advances to IVP_PE_PSI_CONTROLLERS without asserting machine-dependent totals.
IVP_PerformanceCounter_Simple	stop_pcount		host-test	tests/IvpRetailContactLifecycleTest.cpp	The Ballance Windows stop hook is an intentional no-op and preserves the selected timing bucket after a PSI segment.
IVP_PerformanceCounter_Simple	~IVP_PerformanceCounter_Simple		host-test	tests/IvpRetailContactLifecycleTest.cpp	The stack-owned exact-DLL timing counter completes its empty class-specific destruction after the PSI timing cycle.
IVP_Car_System	do_steering	?do_steering@IVP_Car_System@@UAEXM_N@Z	retail-signature-variant	docs/zh-CN/ivp-retail-differences.md	Ballance's imported 28-slot Car System base and both concrete car tables use the retained one-float steering slot; the neighboring bool parameter belongs to the later 31-slot revision.
IVP_Car_System	set_powerslide		retail-interface-absent	docs/zh-CN/ivp-retail-differences.md	The neighboring 31-slot interface adds set_powerslide, but Ballance's imported 28-slot base and 29-slot Raycast Car tables have no compatible slot; adding it would shift the retail ABI.
IVP_Car_System	get_booster_time_to_go		retail-interface-absent	docs/zh-CN/ivp-retail-differences.md	The neighboring virtual booster-time query has no slot in Ballance's 28-slot Car System table; the concrete Raycast Car compatibility query remains deliberately non-virtual.
IVP_Car_System	event_object_deleted		retail-interface-absent	docs/zh-CN/ivp-retail-differences.md	The neighboring trailing object-deletion callback is absent from Ballance's Car System table and cannot be appended without changing every derived vtable.
IVP_Multidimensional_Interpolator	*		layout-ida-only	tools/ivp/Inspect-IvpTypes.py	The imported Ballance UDT is 0x40 bytes and retains the four debug-counter pointers plus nr_one_vector_sufficient at +0x2C..+0x3C; this agrees with the neighboring DEBUG layout but no class-specific retail body survives.
IVP_Multidimensional_Interpolator	IVP_Multidimensional_Interpolator		nearby-source-basis	ivp_controller/ivp_multidimensional_interp.cxx	The link-stripped constructor is selectively reconstructed on the imported Ballance 0x40 layout and uses physics_RT allocation helpers for every owned vector and table.
IVP_Multidimensional_Interpolator	~IVP_Multidimensional_Interpolator		nearby-source-basis	ivp_controller/ivp_multidimensional_interp.hxx	The inline neighboring destructor defines ownership of every input, solution, scratch and diagnostic allocation; the reconstruction releases all of them through the matching physics_RT allocator boundary.
IVP_Multidimensional_Interpolator	get_nr_of_vectors		nearby-source-basis	ivp_controller/ivp_multidimensional_interp.hxx	The public inline getter reads the signed 8-bit vector-count field at Ballance layout offset +0x08.
IVP_Multidimensional_Interpolator	get_nr_occupied		nearby-source-basis	ivp_controller/ivp_multidimensional_interp.hxx	The public inline getter reads the occupied history count at Ballance layout offset +0x14.
IVP_Multidimensional_Interpolator	check_interpolation		nearby-source-basis	ivp_controller/ivp_multidimensional_interp.cxx	The stripped Givens-elimination, residual gate, extrapolation-weight gate, history weighting and ordering algorithm is reconstructed without introducing a fabricated retail RVA.
IVP_Multidimensional_Interpolator	add_new_input_solution_combination_conventional		nearby-source-basis	ivp_controller/ivp_multidimensional_interp.cxx	The stripped FIFO insertion and timestamp/weight policy is reconstructed over the verified pointer-array layout.
IVP_Multidimensional_Interpolator	add_new_input_solution_combination_stochastic		nearby-source-basis	ivp_controller/ivp_multidimensional_interp.cxx	The stripped deterministic 101-step replacement sequence and strict descending-weight reorder are reconstructed over the verified pointer-array layout.
IVP_Multidimensional_Interpolator	IVP_Multidimensional_Interpolator		host-test	tests/IvpBuoyancyInterpolationTest.cpp	A four-sample buoyancy-history cache constructs all input, solution, scratch and diagnostic storage through the injected physics_RT allocator boundary.
IVP_Multidimensional_Interpolator	~IVP_Multidimensional_Interpolator		host-test	tests/IvpBuoyancyInterpolationTest.cpp	Two complete interpolator lifetimes release every nested retail allocation after successful, rejected and replacement paths.
IVP_Multidimensional_Interpolator	get_nr_of_vectors		host-test	tests/IvpBuoyancyInterpolationTest.cpp	The buoyancy cache reports the configured four-sample history capacity.
IVP_Multidimensional_Interpolator	get_nr_occupied		host-test	tests/IvpBuoyancyInterpolationTest.cpp	Three conventional fluid-solver observations advance occupancy without counting the scratch solution slot.
IVP_Multidimensional_Interpolator	check_interpolation		host-test	tests/IvpBuoyancyInterpolationTest.cpp	Submerged fraction and downward speed interpolate lift/damping impulses on an affine response plane, while unsafe extrapolation is rejected and diagnostic counters identify the path.
IVP_Multidimensional_Interpolator	add_new_input_solution_combination_conventional		host-test	tests/IvpBuoyancyInterpolationTest.cpp	Three ordered buoyancy solver runs establish an independently checkable force/torque response plane and exact-history reuse.
IVP_Multidimensional_Interpolator	add_new_input_solution_combination_stochastic		host-test	tests/IvpBuoyancyInterpolationTest.cpp	A deliberately non-affine replacement force proves the selected stale sample is consumed by the next interpolation rather than hidden by the old response plane.
IVP_Statisticsmanager_Console_Callback	*		layout-ida-only	tools/ivp/Inspect-IvpTypes.py	The imported Ballance UDT is exactly the 0x04 callback-interface base with no additional fields; no class-specific body or concrete vtable survives linking.
IVP_Statisticsmanager_Console_Callback	IVP_Statisticsmanager_Console_Callback		nearby-source-basis	ivp_physics/ivp_stat_manager_cback_con.cxx	The public constructor and private three-slot callback implementation are complete in the neighboring source and require no storage beyond the Ballance-compatible callback vptr.
IVP_Statisticsmanager_Console_Callback	IVP_Statisticsmanager_Console_Callback		host-test	tests/IvpRetailContactLifecycleTest.cpp	The stock console sink is installed in a real Better Statistics manager and prints the Ballance gameplay counter 'Ball contacts: 42' through virtual callback dispatch.
IVP_Halfspacesoup	*		layout-ida-only	tools/ivp/Inspect-IvpTypes.py	The imported Ballance UDT is exactly the 0x08 IVP_U_Vector<IVP_U_Hesse> base with no additional fields; no class-specific retail body survives linking.
IVP_SurfaceBuilder_Halfspacesoup	*		layout-not-applicable	ivp_compact_builder/ivp_surbuild_halfspacesoup.hxx; include/BML/IVP/SurfaceBuilder.h	Every public operation is static and no instance or this-pointer crosses the ABI; an imported 0x01 empty-class size is therefore not runtime layout evidence.
IVP_Halfspacesoup	IVP_Halfspacesoup	??0IVP_Halfspacesoup@@QAE@XZ	nearby-source-basis	ivp_compact_builder/ivp_halfspacesoup.hxx	The inline empty constructor preserves the imported 0x08 vector-only layout.
IVP_Halfspacesoup	IVP_Halfspacesoup	??0IVP_Halfspacesoup@@QAE@PBVIVP_Compact_Ledge@@@Z	nearby-source-basis	ivp_compact_builder/ivp_halfspacesoup.cxx	The compact-ledge constructor is reconstructed over the imported 0x08 vector layout; triangle planes are oriented toward the enclosed centroid to preserve the documented invariant across compact-builder winding variants.
IVP_Halfspacesoup	add_halfspace		nearby-source-basis	ivp_compact_builder/ivp_halfspacesoup.cxx	The neighboring near-parallel-plane suppression policy is reproduced with Ballance's P_MIN_EDGE_LEN-derived 0.0001 tolerance.
IVP_Halfspacesoup	~IVP_Halfspacesoup		nearby-source-basis	ivp_compact_builder/ivp_halfspacesoup.cxx	The complete neighboring destructor owns every plane and then releases the inherited vector table; the reconstruction preserves that ownership boundary.
IVP_SurfaceBuilder_Halfspacesoup	convert_halfspacesoup_to_points		nearby-source-basis	ivp_compact_builder/ivp_surbuild_halfspacesoup.cxx	The stripped triple-plane intersection, enclosed-volume rejection and near-point merge algorithm is selectively reconstructed using already verified Ballance point/Hesse/vector primitives.
IVP_SurfaceBuilder_Halfspacesoup	convert_halfspacesoup_to_compact_ledge		nearby-source-basis	ivp_compact_builder/ivp_surbuild_halfspacesoup.cxx	The stripped adapter reconstructs intersection points and delegates final hull compilation to the retained Ballance Pointsoup entry.
IVP_SurfaceBuilder_Halfspacesoup	convert_halfspacesoup_to_compact_surface		nearby-source-basis	ivp_compact_builder/ivp_surbuild_halfspacesoup.cxx	The stripped adapter passes the rebuilt ledge through the retained Ballance Ledge Soup constructor/insert/compile/destructor chain.
IVP_Halfspacesoup	IVP_Halfspacesoup	??0IVP_Halfspacesoup@@QAE@XZ	host-test	tests/IvpRetailContactLifecycleTest.cpp	Default construction creates an empty owning soup that accepts four copied support planes.
IVP_Halfspacesoup	IVP_Halfspacesoup	??0IVP_Halfspacesoup@@QAE@PBVIVP_Compact_Ledge@@@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	Construction from an exact-DLL tetra ledge produces four inward support planes that accept the centroid and reject a distant exterior point.
IVP_Halfspacesoup	add_halfspace		host-test	tests/IvpRetailContactLifecycleTest.cpp	The tetra case retains four planes when a looser parallel plane is submitted and replaces one in-place when a tighter plane is submitted.
IVP_Halfspacesoup	~IVP_Halfspacesoup		host-test	tests/IvpRetailContactLifecycleTest.cpp	Two owning soups destroy copied and ledge-derived planes after all exact-DLL round trips without leaking or double-freeing inherited vector storage.
IVP_SurfaceBuilder_Halfspacesoup	convert_halfspacesoup_to_points		host-test	tests/IvpRetailContactLifecycleTest.cpp	Four support planes recovered from an exact Ballance tetra hull regenerate the original four vertices within 1e-8 squared distance.
IVP_SurfaceBuilder_Halfspacesoup	convert_halfspacesoup_to_compact_ledge		host-test	tests/IvpRetailContactLifecycleTest.cpp	The reconstructed points pass through the retained Ballance Pointsoup body and return a terminal four-point, four-triangle compact ledge.
IVP_SurfaceBuilder_Halfspacesoup	convert_halfspacesoup_to_compact_surface		host-test	tests/IvpRetailContactLifecycleTest.cpp	The same support planes pass through retained Pointsoup and Ledge Soup bodies to produce a full-size compact surface with a valid ledgetree root.
IVP_Compact_Modify	*		layout-not-applicable	ivp_surface_manager/ivp_compact_modify.hxx; include/BML/IVP/SurfaceBuilder.h	All three public methods are static; the empty helper is never passed across the DLL boundary, so its nominal compiler size is not part of the callable ABI.
IVP_Compact_Modify	chop		nearby-source-basis	ivp_compact_builder/ivp_compact_modify.cxx	The neighboring one-convex-ledge cut algorithm is reconstructed using the exact Polygon manager terminal-ledge traversal and the restored halfspace builder; null, zero-direction and multi-ledge inputs fail explicitly.
IVP_Compact_Modify	shrink	?shrink@IVP_Compact_Modify@@SAPAVIVP_Compact_Ledge@@PBV2@MN@Z	nearby-source-basis	ivp_compact_builder/ivp_compact_modify.cxx	The ledge overload shifts every inward support plane by the requested distance and rebuilds through retained Ballance Pointsoup.
IVP_Compact_Modify	shrink	?shrink@IVP_Compact_Modify@@SAPAVIVP_Compact_Surface@@PBV2@MN@Z	nearby-source-basis	ivp_compact_builder/ivp_compact_modify.cxx	The surface overload enumerates terminal ledges through the exact Ballance Polygon manager, shrinks each independently and compiles them through retained Ledge Soup.
IVP_Compact_Modify	chop		host-test	tests/IvpRetailContactLifecycleTest.cpp	A tetra compact surface generated by the exact DLL is cut 0.5 units along +X; the rebuilt hull has minimum X 0.5, preserves maximum X 3.0, and rejects a zero direction.
IVP_Compact_Modify	shrink	?shrink@IVP_Compact_Modify@@SAPAVIVP_Compact_Ledge@@PBV2@MN@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	Shrinking the exact-DLL tetra ledge by 0.1 yields four vertices whose distances from every original inward support plane are at least 0.095.
IVP_Compact_Modify	shrink	?shrink@IVP_Compact_Modify@@SAPAVIVP_Compact_Surface@@PBV2@MN@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	Shrinking the exact-DLL tetra surface preserves one terminal four-point ledge after retained Polygon traversal and Ledge Soup compilation.
IVP_Vec_PCore	*		layout-ida-only	tools/ivp/Inspect-IvpTypes.py	The imported Ballance UDT is exactly the 0x10 IVP_U_Float_Point base and adds no storage or vptr; no class-specific retail body survives linking.
IVP_Vec_PCore	IVP_Vec_PCore	??0IVP_Vec_PCore@@QAE@PBVIVP_Core@@PBVIVP_U_Float_Point@@@Z	nearby-source-basis	ivp_intern/ivp_core.cxx	The link-stripped convenience constructor applies inverse rotation from the retail-confirmed Core matrix at +0x128 and deliberately ignores translation because its input is a direction.
IVP_Vec_PCore	IVP_Vec_PCore	??0IVP_Vec_PCore@@QAE@PBVIVP_Core@@PBVIVP_U_Float_Point@@@Z	host-test	tests/IvpCoreRecompileTest.cpp	A Ballance steering direction transformed through a 90-degree world-from-core rotation maps from world +Y to core +X with no positional contribution.
IVP_Concave_Polyhedron_Face	*		layout-ida-only	tools/ivp/Inspect-IvpTypes.py	The imported Ballance face is exactly one 0x08 IVP_U_Vector of 0x04 signed point-index records, with no hidden tail storage.
IVP_Concave_Polyhedron_Face	add_offset	?add_offset@IVP_Concave_Polyhedron_Face@@QAEXH@Z	nearby-source-basis	ivp_compact_builder/ivp_convex_decompositor.cxx	The stripped method owns a newly allocated 32-bit index record. The reconstruction enforces the public header's duplicate-drop contract, which the nearby body accidentally omits.
IVP_Concave_Polyhedron_Face	~IVP_Concave_Polyhedron_Face	??_DIVP_Concave_Polyhedron_Face@@QAEXXZ	nearby-source-basis	ivp_compact_builder/ivp_convex_decompositor.cxx	The stripped destructor deletes every owned point-index record before the vector releases its pointer table.
IVP_Concave_Polyhedron_Face	add_offset	?add_offset@IVP_Concave_Polyhedron_Face@@QAEXH@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	An indexed Ballance floor face accepts three distinct vertices and drops a repeated final index before exact Pointsoup compilation.
IVP_Concave_Polyhedron_Face	~IVP_Concave_Polyhedron_Face	??_DIVP_Concave_Polyhedron_Face@@QAEXXZ	host-test	tests/IvpRetailContactLifecycleTest.cpp	Two stack-owned mesh faces release all owned index records after their exact-DLL ledges have been validated and freed.
IVP_Convex_Subpart	*		layout-ida-only	tools/ivp/Inspect-IvpTypes.py	The imported Ballance convex subpart is exactly one 0x08 IVP_U_Vector of owned point pointers with no hidden state.
IVP_Convex_Subpart	~IVP_Convex_Subpart	??_DIVP_Convex_Subpart@@QAEXXZ	nearby-source-basis	ivp_compact_builder/ivp_convex_decompositor.cxx	The stripped destructor deletes every owned point; the vector then releases only its pointer table.
IVP_SurfaceBuilder_Polyhedron_Concave	*		layout-not-applicable	ivp_compact_builder/ivp_surbuild_polyhedron_concave.hxx; include/BML/IVP/SurfaceBuilder.h	The public conversion surface is entirely static and never passes a builder instance or this-pointer across the ABI; the nominal empty-class size is not applicable.
IVP_SurfaceBuilder_Polyhedron_Concave	convert_concave_face_soup_to_compact_ledges	?convert_concave_face_soup_to_compact_ledges@IVP_SurfaceBuilder_Polyhedron_Concave@@SAXPAVIVP_Concave_Polyhedron@@PAV?$IVP_U_BigVector@VIVP_Compact_Ledge@@@@@Z	nearby-source-basis	ivp_compact_builder/ivp_surbuild_polyhdrn_cncv.cxx	The stripped adapter gathers each indexed face and delegates actual ledge generation to the retained Ballance Pointsoup entry; invalid faces and failed hulls are skipped safely.
IVP_SurfaceBuilder_Polyhedron_Concave	convert_concave_face_soup_to_compact_ledges	?convert_concave_face_soup_to_compact_ledges@IVP_SurfaceBuilder_Polyhedron_Concave@@SAXPAVIVP_Concave_Polyhedron@@PAV?$IVP_U_BigVector@VIVP_Compact_Ledge@@@@@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	Indexed floor and ramp faces compile through the original DLL into two independent terminal three-point collision ledges, matching a practical imported-platform mesh path.
IVP_Compact_Grid	*		layout-ida-only	tools/ivp/Inspect-IvpTypes.py	The imported Ballance compact-grid header is 0xB0 with matrix, dimensions, byte size and relative element/ledge offsets exactly matching nearby source.
IVP_Template_Compact_Grid	*		layout-ida-only	tools/ivp/Inspect-IvpTypes.py	The imported Ballance heightfield template is 0x34 and agrees field-for-field with the nearby public declaration.
IVP_SurfaceManager_Grid	*		layout-ida-only	tools/ivp/Inspect-IvpTypes.py	The imported Ballance Grid manager is the 0x04 SurfaceManager vptr followed by compact_grid at +0x04; no concrete retail vtable survives.
IVP_Compact_Grid	get_grid_elements		nearby-source-basis	ivp_surface_manager/ivp_compact_grid.hxx	Inline relative-offset accessor over the verified 0xB0 variable-size header.
IVP_Compact_Grid	get_compact_ledge_at		nearby-source-basis	ivp_surface_manager/ivp_compact_grid.hxx	Inline indexed relative-offset accessor over the verified compact ledge table.
IVP_Template_Compact_Grid	IVP_Template_Compact_Grid		nearby-source-basis	ivp_surface_manager/ivp_gridbuild_array.cxx	The stripped constructor clears the complete verified 0x34 parameter object.
IVP_SurfaceManager_Grid	IVP_SurfaceManager_Grid		nearby-source-basis	ivp_surface_manager/ivp_surman_grid.hxx	Inline constructor stores compact_grid into the verified +0x04 field.
IVP_SurfaceManager_Grid	add_reference_to_ledge		nearby-source-basis	ivp_surface_manager/ivp_surman_grid.cxx	Grid ledges are owned by the contiguous grid allocation; the public reference hook is intentionally empty.
IVP_SurfaceManager_Grid	remove_reference_to_ledge		nearby-source-basis	ivp_surface_manager/ivp_surman_grid.cxx	Grid ledges are owned by the contiguous grid allocation; the public dereference hook is intentionally empty.
IVP_SurfaceManager_Grid	get_all_ledges_within_radius		nearby-source-basis	ivp_surface_manager/ivp_surman_grid.cxx	Reconstructed cell-range traversal deduplicates ledge indices and uses exact retail RVA 0x21550 for the neighboring two-triangle distance gate.
IVP_SurfaceManager_Grid	get_all_terminal_ledges		nearby-source-basis	ivp_surface_manager/ivp_surman_grid.cxx	Full terminal enumeration reuses verified grid traversal with an unbounded radius.
IVP_SurfaceManager_Grid	get_compact_grid		nearby-source-basis	ivp_surface_manager/ivp_surman_grid.hxx	Inline getter returns the verified +0x04 compact-grid pointer.
IVP_SurfaceManager_Grid	get_mass_center		nearby-source-basis	ivp_surface_manager/ivp_surman_grid.cxx	Copies the compact-grid center from the verified header.
IVP_SurfaceManager_Grid	get_radius_and_radius_dev_to_given_center		nearby-source-basis	ivp_surface_manager/ivp_surman_grid.cxx	Returns the compact-grid radius for both conservative radius outputs.
IVP_SurfaceManager_Grid	get_rotation_inertia		nearby-source-basis	ivp_surface_manager/ivp_surman_grid.cxx	Returns the neighboring conservative radius-squared inertia vector.
IVP_SurfaceManager_Grid	get_single_convex		nearby-source-basis	ivp_surface_manager/ivp_surman_grid.cxx	Grid managers never advertise the variable-cell surface as one convex ledge.
IVP_SurfaceManager_Grid	get_type		nearby-source-basis	ivp_surface_manager/ivp_surman_grid.cxx	Grid geometry participates in the retail polygon surface-manager branch.
IVP_SurfaceManager_Grid	insert_all_ledges_hitting_ray		nearby-source-basis	ivp_surface_manager/ivp_surman_grid.cxx	The stripped ray adapter uses the restored grid broad phase and retained Ballance object-space ray solver.
IVP_SurfaceManager_Grid	~IVP_SurfaceManager_Grid		nearby-source-basis	ivp_surface_manager/ivp_surman_grid.cxx	The neighboring class-specific destructor is empty because the manager borrows the contiguous grid allocation.
IVP_Compact_Grid	get_grid_elements		host-test	tests/IvpRetailContactLifecycleTest.cpp	A contiguous two-cell terrain allocation resolves its four-element table at the verified relative offset.
IVP_Compact_Grid	get_compact_ledge_at		host-test	tests/IvpRetailContactLifecycleTest.cpp	Two copied exact-DLL triangle ledges resolve independently through the compact offset table.
IVP_Template_Compact_Grid	IVP_Template_Compact_Grid		host-test	tests/IvpRetailContactLifecycleTest.cpp	Default construction clears both axle counts and field size across the Ballance 0x34 template.
IVP_SurfaceManager_Grid	IVP_SurfaceManager_Grid		host-test	tests/IvpRetailContactLifecycleTest.cpp	A manager is constructed over a variable-size terrain grid containing exact-DLL compact ledges.
IVP_SurfaceManager_Grid	add_reference_to_ledge		host-test	tests/IvpRetailContactLifecycleTest.cpp	The no-op reference hook preserves grid-owned ledges in the terrain scenario.
IVP_SurfaceManager_Grid	remove_reference_to_ledge		host-test	tests/IvpRetailContactLifecycleTest.cpp	The no-op dereference hook leaves grid-owned ledges untouched.
IVP_SurfaceManager_Grid	get_all_ledges_within_radius		host-test	tests/IvpRetailContactLifecycleTest.cpp	A local terrain query returns one cell despite a duplicate index and rejects the same two-sided triangle ten metres above it through the exact DLL distance kernel.
IVP_SurfaceManager_Grid	get_all_terminal_ledges		host-test	tests/IvpRetailContactLifecycleTest.cpp	Full terrain enumeration returns both distinct compact ledges exactly once.
IVP_SurfaceManager_Grid	get_compact_grid		host-test	tests/IvpRetailContactLifecycleTest.cpp	The manager returns the exact borrowed contiguous grid allocation.
IVP_SurfaceManager_Grid	get_mass_center		host-test	tests/IvpRetailContactLifecycleTest.cpp	The terrain manager reports the configured object-space grid center.
IVP_SurfaceManager_Grid	get_radius_and_radius_dev_to_given_center		host-test	tests/IvpRetailContactLifecycleTest.cpp	The terrain manager reports the configured three-metre conservative radius in both outputs.
IVP_SurfaceManager_Grid	get_rotation_inertia		host-test	tests/IvpRetailContactLifecycleTest.cpp	The three-metre grid radius produces the neighboring conservative 9/9/9 inertia vector.
IVP_SurfaceManager_Grid	get_single_convex		host-test	tests/IvpRetailContactLifecycleTest.cpp	The two-cell terrain is correctly not exposed as a single convex ledge.
IVP_SurfaceManager_Grid	get_type		host-test	tests/IvpRetailContactLifecycleTest.cpp	The reconstructed manager selects the polygon collision branch used by Ballance objects.
IVP_SurfaceManager_Grid	~IVP_SurfaceManager_Grid		host-test	tests/IvpRetailContactLifecycleTest.cpp	Stack destruction completes without taking ownership of the separately freed compact grid.
IVP_GridBuilder_Array	*		layout-ida-only	tools/ivp/Inspect-IvpTypes.py	The imported Ballance builder occupies 0x440 bytes, agreeing with the neighboring fixed two-row strip workspace; the public static conversion does not expose or depend on those private foreign fields.
IVP_GridBuilder_Array	convert_array_to_compact_grid	?convert_array_to_compact_grid@IVP_GridBuilder_Array@@SAPAVIVP_Compact_Grid@@PAVIVP_Environment@@PBVIVP_Template_Compact_Grid@@PAM@Z	nearby-source-basis	ivp_surface_manager/ivp_gridbuild_array.cxx	The stripped public compiler is selectively reconstructed around the verified axis mapping, inverse transform, bounding center/radius and contiguous relative-offset format; individual triangles are produced by the retained Ballance Pointsoup body instead of importing the foreign convex-strip optimizer.
IVP_GridBuilder_Array	~IVP_GridBuilder_Array	??_DIVP_GridBuilder_Array@@QAEXXZ	nearby-source-basis	ivp_surface_manager/ivp_gridbuild_array.cxx	The neighboring destructor is empty because all temporary strip storage belongs to its transaction allocator; the compatible public destructor therefore has no ownership action.
IVP_GridBuilder_Array	convert_array_to_compact_grid	?convert_array_to_compact_grid@IVP_GridBuilder_Array@@SAPAVIVP_Compact_Grid@@PAVIVP_Environment@@PBVIVP_Template_Compact_Grid@@PAM@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	A 3x3 Ballance terrain with reversed Y rows, +X columns, a non-zero XYZ origin and a rising Z ramp compiles through exact-DLL Pointsoup into a queryable 2x2 compact grid with verified center, radius and per-cell references.
IVP_Compact_Surface	*		layout-retail	physics_RT.dll RVA 0x39600 and 0x39B30; tests/IvpRetailContactLifecycleTest.cpp	The retained allocator writes the complete 0x30 header boundary, packed size at +0x1C, ledgetree root at +0x20 and the +0x24/+0x28/+0x2C tail; retained radius finalization writes mass center +0x00, inertia +0x0C, radius +0x18 and the low deviation byte. Exact-DLL tetra compilation validates centroid 0.75/1/0.5, retail inertia 0.6184659/0.3693322/0.6884086, bounds, offsets and zero tail.
IVP_Compact_Surface	byte_swap	?byte_swap@IVP_Compact_Surface@@QAEXXZ	nearby-source-basis	ivp_surface_manager/ivp_compact_surface.cxx	The stripped header conversion is reproduced field-by-field, including the compiler-specific MSVC-to-PowerPC reordering of the 8/24 deviation-and-size bitfield.
IVP_Compact_Surface	byte_swap_all	?byte_swap_all@IVP_Compact_Surface@@QAEXW4IVP_BOOL@@H@Z	nearby-source-basis	ivp_surface_manager/ivp_compact_surface.cxx	The stripped recursive conversion preserves the neighboring Windows ordering: shared hull points and packed triangles/edges are converted once, ledgetree nodes post-order, and the surface header last.
IVP_Compact_Surface	byte_swap	?byte_swap@IVP_Compact_Surface@@QAEXXZ	host-test	tests/IvpRetailContactLifecycleTest.cpp	An exact-DLL tetra surface serializes its mass center, root offset and packed 8/24 header into independently decoded big-endian values.
IVP_Compact_Surface	byte_swap_all	?byte_swap_all@IVP_Compact_Surface@@QAEXW4IVP_BOOL@@H@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	A copied exact-DLL tetra surface converts all four shared points once and preserves every decoded ledge size, triangle/pierce/material field and signed edge-opposite index in PowerPC bitfield order.
IVP_Convex_Decompositor	*		layout-not-applicable	ivp_compact_builder/ivp_convex_decompositor.hxx; include/BML/IVP/SurfaceBuilder.h	Its only public entry is static and the selective reconstruction never instantiates or passes this helper; no object layout participates in the Ballance ABI.
IVP_Convex_Decompositor	perform_convex_decomposition_on_concave_polyhedron	?perform_convex_decomposition_on_concave_polyhedron@IVP_Convex_Decompositor@@SAHPAVIVP_Concave_Polyhedron@@PAVIVP_Convex_Decompositor_Parameters@@PAV?$IVP_U_BigVector@VIVP_Convex_Subpart@@@@@Z	nearby-source-basis	ivp_compact_builder/ivp_convex_decompositor.cxx	The stripped GEOMPACK adapter is replaced narrowly: convex inputs remain one point soup, while a concave closed mesh is tetrahedralized only when the vertex centroid is proven behind every counter-clockwise outward face; unsupported non-star-shaped input returns zero.
IVP_SurfaceBuilder_Polyhedron_Concave	convert_concave_polyhedron_to_compact_ledges	?convert_concave_polyhedron_to_compact_ledges@IVP_SurfaceBuilder_Polyhedron_Concave@@SAHPAVIVP_Concave_Polyhedron@@PAVIVP_Convex_Decompositor_Parameters@@PAV?$IVP_U_BigVector@VIVP_Compact_Ledge@@@@@Z	nearby-source-basis	ivp_compact_builder/ivp_surbuild_polyhdrn_cncv.cxx	The neighboring ownership adapter is preserved: every decomposed point soup is compiled by retained Ballance Pointsoup, appended when successful, and its owning subpart is deleted.
IVP_SurfaceBuilder_Polyhedron_Concave	convert_concave_polyhedron_to_single_compact_surface	?convert_concave_polyhedron_to_single_compact_surface@IVP_SurfaceBuilder_Polyhedron_Concave@@SAPAVIVP_Compact_Surface@@PAVIVP_Concave_Polyhedron@@PAVIVP_Convex_Decompositor_Parameters@@@Z	nearby-source-basis	ivp_compact_builder/ivp_surbuild_polyhdrn_cncv.cxx	The stripped surface adapter inserts all rebuilt convex ledges into retained Ballance Ledge Soup with root-hull and merge/reallocate options.
IVP_Convex_Decompositor	perform_convex_decomposition_on_concave_polyhedron	?perform_convex_decomposition_on_concave_polyhedron@IVP_Convex_Decompositor@@SAHPAVIVP_Concave_Polyhedron@@PAVIVP_Convex_Decompositor_Parameters@@PAV?$IVP_U_BigVector@VIVP_Convex_Subpart@@@@@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	A closed platform with a shallow inward roof dent produces fourteen four-point tetrahedral subparts; moving the dent below the floor is rejected with no partial output because the centroid leaves the proven kernel.
IVP_SurfaceBuilder_Polyhedron_Concave	convert_concave_polyhedron_to_compact_ledges	?convert_concave_polyhedron_to_compact_ledges@IVP_SurfaceBuilder_Polyhedron_Concave@@SAHPAVIVP_Concave_Polyhedron@@PAVIVP_Convex_Decompositor_Parameters@@PAV?$IVP_U_BigVector@VIVP_Compact_Ledge@@@@@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	All fourteen proven tetrahedra pass through the exact Ballance Pointsoup body and become independent terminal four-point compact ledges.
IVP_SurfaceBuilder_Polyhedron_Concave	convert_concave_polyhedron_to_single_compact_surface	?convert_concave_polyhedron_to_single_compact_surface@IVP_SurfaceBuilder_Polyhedron_Concave@@SAPAVIVP_Compact_Surface@@PAVIVP_Concave_Polyhedron@@PAVIVP_Convex_Decompositor_Parameters@@@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The same dented platform compiles through exact Ballance Ledge Soup into a valid compact surface whose Polygon manager enumerates fourteen terminal convex pieces.
IVP_Template_SurfaceBuilder_3ds	*		layout-ida-only	tools/ivp/Inspect-IvpTypes.py	The imported Ballance template is exactly 0x04 bytes with one float scale at +0x00.
